
1,276404,None
2,277148,276404
3,276404,276404
4,276715,276404
5,276404,276404
6,276404,276404
7,276669,276404
8,276669,276404
9,276404,276404
10,277421,276404
11,276404,276404
12,276715,276404
13,276715,276404
14,276941,276404
15,276840,276404
16,276669,276404
17,276669,276404
18,277822,276404
19,276404,276404
20,277150,276404
21,276669,276404
22,277125,276404
23,277521,276404
24,276404,276404
25,277126,276404
26,276741,276404
27,276842,276404
28,276715,276404
29,278023,276404
30,276949,276404
31,276404,276404
32,276404,276404
33,276801,276404
34,276842,276404
35,277097,276404
36,277197,276404
37,276840,276404
38,277177,276404
39,276616,276404
40,276404,276404
41,276404,276404
42,277008,276404
43,276785,276404
44,277787,276404
45,276404,276404
46,277185,276404
47,277764,276404
48,277322,276404
49,277383,276404
50,276404,276404
best result is: 276404
