
1,333662,None
2,334694,333662
3,334558,333662
4,334076,333662
5,334558,333662
6,333662,333662
7,334558,333662
8,334819,333662
9,334558,333662
10,333662,333662
11,334558,333662
12,334558,333662
13,334558,333662
14,334558,333662
15,334417,333662
16,334558,333662
17,334558,333662
18,334558,333662
19,334558,333662
20,334558,333662
21,334694,333662
22,335097,333662
23,334558,333662
24,335980,333662
25,334819,333662
26,334558,333662
27,334819,333662
28,333662,333662
29,335097,333662
30,334558,333662
31,334558,333662
32,333662,333662
33,334558,333662
34,333662,333662
35,334558,333662
36,334227,333662
37,334694,333662
38,334558,333662
39,334417,333662
40,334694,333662
41,334558,333662
42,333662,333662
43,334558,333662
44,334417,333662
45,335914,333662
46,334558,333662
47,333662,333662
48,333662,333662
49,335097,333662
50,334076,333662
best result is: 333662
