
1,258375,None
2,258331,258375
3,258356,258331
4,258394,258331
5,258376,258331
6,258354,258331
7,258349,258331
8,258286,258331
9,258362,258286
10,258441,258286
11,258372,258286
12,258201,258286
13,258575,258201
14,258643,258201
15,258369,258201
16,258438,258201
17,258362,258201
18,258258,258201
19,258517,258201
20,258470,258201
21,258318,258201
22,258449,258201
23,258437,258201
24,258317,258201
25,258301,258201
26,258338,258201
27,258450,258201
28,258509,258201
29,258363,258201
30,258443,258201
31,258330,258201
32,258535,258201
33,258406,258201
34,258443,258201
35,258448,258201
36,258467,258201
37,258297,258201
38,258484,258201
39,258398,258201
40,258276,258201
41,258332,258201
42,258411,258201
43,258376,258201
44,258300,258201
45,258336,258201
46,258349,258201
47,258384,258201
48,258437,258201
49,258381,258201
50,258358,258201
best result is: 258201
