
1,331637,None
2,330728,331637
3,330728,330728
4,330980,330728
5,330980,330728
6,330980,330728
7,330980,330728
8,330728,330728
9,330980,330728
10,330980,330728
11,330980,330728
12,330728,330728
13,330728,330728
14,330980,330728
15,330728,330728
16,330728,330728
17,330980,330728
18,330728,330728
19,330980,330728
20,330980,330728
21,330980,330728
22,330728,330728
23,330728,330728
24,330980,330728
25,330728,330728
26,330728,330728
27,330980,330728
28,330728,330728
29,330728,330728
30,330728,330728
31,333505,330728
32,330980,330728
33,330728,330728
34,330728,330728
35,330980,330728
36,330980,330728
37,331701,330728
38,330728,330728
39,330728,330728
40,330728,330728
41,330728,330728
42,330728,330728
43,330728,330728
44,330728,330728
45,330728,330728
46,330980,330728
47,331701,330728
48,330728,330728
49,330728,330728
50,330728,330728
best result is: 330728
