
1,276175,None
2,276829,276175
3,276719,276175
4,276658,276175
5,276888,276175
6,276093,276175
7,277349,276093
8,277232,276093
9,276986,276093
10,277224,276093
11,277103,276093
12,276525,276093
13,277273,276093
14,276175,276093
15,276733,276093
16,277157,276093
17,276733,276093
18,276812,276093
19,277130,276093
20,277186,276093
21,276473,276093
22,276093,276093
23,276175,276093
24,276093,276093
25,276473,276093
26,276473,276093
27,276480,276093
28,276093,276093
29,276175,276093
30,277262,276093
31,276724,276093
32,276976,276093
33,276946,276093
34,276976,276093
35,276175,276093
36,276175,276093
37,276093,276093
38,276907,276093
39,276976,276093
40,277281,276093
41,276473,276093
42,276532,276093
43,276480,276093
44,276780,276093
45,277427,276093
46,276885,276093
47,277262,276093
48,277027,276093
49,276769,276093
50,276715,276093
best result is: 276093
