
1,258126,None
2,258242,258126
3,258028,258126
4,258060,258028
5,257985,258028
6,258206,257985
7,258126,257985
8,258086,257985
9,258171,257985
10,258129,257985
11,257983,257985
12,258007,257983
13,258256,257983
14,258090,257983
15,258008,257983
16,258021,257983
17,258056,257983
18,258046,257983
19,258049,257983
20,258239,257983
21,258258,257983
22,258281,257983
23,258032,257983
24,258052,257983
25,258054,257983
26,258188,257983
27,258072,257983
28,258299,257983
29,258124,257983
30,258108,257983
31,258127,257983
32,258095,257983
33,257957,257983
34,258202,257957
35,258076,257957
36,258250,257957
37,258198,257957
38,258161,257957
39,258135,257957
40,258084,257957
41,258056,257957
42,258258,257957
43,258207,257957
44,258125,257957
45,258098,257957
46,258051,257957
47,258153,257957
48,258104,257957
49,258289,257957
50,258170,257957
best result is: 257957
