0,96116.0
1,99909.56381578204
2,103869.84509554454
3,107954.67579549155
4,112138.86148087704
5,116404.7472051571
6,120739.14866543456
7,125131.84121573708
8,129574.6878712108
9,134061.08757805265
10,138585.6041026577
11,143143.70522662398
12,147731.573306803
13,152345.96406945417
14,156984.0991396528
15,161643.5828233315
16,166322.3367234252
17,171018.54772101928
18,175730.6261352451
19,180457.17174416583
20,185196.9459512474
21,189948.84880855153
22,194711.8999153442
23,199485.22243612006
24,204268.0296494429
25,209059.61356493563
26,213859.33524158644
27,218666.61651420005
28,223480.93289197903
29,228301.807437956
30,233128.80547327336
31,237961.52997834748
32,242799.6175853683
33,247642.73507463903
34,252490.5763018777
35,257342.8594954945
36,262199.3248725998
37,267059.7325305105
38,271923.86057712976
39,276791.5034690768
40,281662.0617383815
41,286528.7860554133
42,291398.71181550587
43,296271.67644943466
44,301147.5281950187
45,306026.1252140368
46,310907.3347944116
47,315791.03262819676
48,320677.1021570783
49,325565.4339781266
50,330455.9253034203
